"id","attrition_flag","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio"
8840,1,47,"F","Graduate","Less than $40K",5,3,7246,0,0.612,777,13,0.625,0
1782,0,63,"F","Graduate","Less than $40K",5,2,2689,2101,0.416,1188,35,0.75,0.781
3271,0,45,"F","College","Less than $40K",6,1,5923,1686,0.702,1236,35,0.591,0.285
3705,0,44,"F","College","Less than $40K",4,2,8128,1846,0.857,1224,32,0.778,0.227
3760,1,56,"F","High School","Unknown",5,2,3674,2517,0.854,2608,45,0.731,0.685
3583,0,49,"M","Graduate","$120K +",3,2,34516,0,0.507,1106,31,0.938,0
4538,0,44,"F","Unknown","Less than $40K",6,2,1724,0,0.669,4768,80,0.86,0
9285,1,60,"M","Uneducated","Less than $40K",1,3,3316,0,0.372,1684,19,0.188,0
9371,0,41,"M","Graduate","$40K - $60K",2,3,8919,1723,0.848,13719,96,0.714,0.193
1132,0,38,"F","Graduate","Less than $40K",4,3,1860,0,0.992,1731,29,0.611,0
744,0,26,"M","Graduate","Unknown",6,1,21084,2517,0.763,2309,71,0.543,0.119
7215,0,56,"M","High School","$40K - $60K",5,2,3295,2002,0.599,1191,34,0.545,0.608
6113,0,45,"F","Graduate","Less than $40K",4,1,8829,901,0.825,1902,45,0.667,0.102
2635,1,51,"F","Uneducated","Unknown",3,3,3664,0,0.839,1168,31,0.409,0
2439,0,63,"F","Unknown","Less than $40K",5,2,1438.3,0,0.923,3383,61,1.103,0
9112,0,37,"M","Graduate","Less than $40K",2,2,3079,1267,0.65,14540,104,0.552,0.411
10020,0,47,"M","Post-Graduate","Unknown",2,1,33184,855,0.728,7190,93,0.525,0.026
6124,0,46,"F","High School","Less than $40K",3,3,2283,1020,0.944,3687,68,1.125,0.447
52,0,46,"F","College","$40K - $60K",4,1,2423,429,0.625,4717,80,0.739,0.177
9778,1,51,"M","Graduate","$80K - $120K",4,3,34516,2201,0.978,8614,63,0.75,0.064
993,0,33,"M","Post-Graduate","$80K - $120K",4,3,2946,1359,0.746,2017,48,0.455,0.461
8541,0,56,"M","High School","$120K +",6,2,23362,1453,0.848,15399,116,0.841,0.062
5374,0,49,"F","Uneducated","Less than $40K",6,3,2468,0,1.057,3371,62,0.676,0
8255,0,42,"F","Graduate","$40K - $60K",6,2,4008,1636,0.637,1395,43,0.955,0.408
4498,0,52,"M","Graduate","$120K +",6,2,34516,1230,0.608,2100,38,0.407,0.036
678,0,57,"F","Post-Graduate","$40K - $60K",5,4,7226,1689,0.83,3474,67,0.763,0.234
5948,0,51,"F","High School","Less than $40K",5,2,4038,1237,0.61,4188,68,0.545,0.306
9047,0,54,"M","Graduate","$80K - $120K",4,2,29200,1310,1.092,3042,73,1.028,0.045
7483,0,47,"M","Graduate","$80K - $120K",3,2,2158,1170,0.73,4421,89,0.679,0.542
6099,1,57,"M","Graduate","$120K +",3,5,8760,0,0.726,2460,39,0.56,0
8356,0,38,"M","Unknown","$60K - $80K",3,3,6692,2037,0.401,1468,36,0.241,0.304
6583,0,40,"F","High School","Less than $40K",6,3,4712,0,0.84,4216,82,0.64,0
4362,0,58,"F","Graduate","$40K - $60K",3,3,1996,1850,0.952,3421,55,0.719,0.927
3315,0,49,"F","Uneducated","Less than $40K",5,3,1438.3,0,0.929,4205,88,0.66,0
8659,0,54,"M","High School","$120K +",5,3,3251,1919,0.56,1406,31,0.24,0.59
8274,0,43,"M","Graduate","$120K +",3,1,34516,2129,0.587,1463,38,0.583,0.062
7936,0,45,"F","Graduate","Unknown",1,2,4348,1830,1.036,4293,66,0.692,0.421
7581,0,43,"F","Unknown","Less than $40K",4,3,10466,2080,0.648,4116,64,0.684,0.199
5845,0,40,"F","Graduate","Unknown",3,1,1829,1140,0.325,1610,49,0.4,0.623
713,0,59,"M","College","$40K - $60K",4,2,5042,1002,1.108,2897,62,0.632,0.199
4435,1,49,"M","Graduate","$120K +",3,4,8136,2517,0.674,2179,40,0.429,0.309
5608,1,55,"M","Uneducated","$60K - $80K",3,2,2323,0,0.737,804,15,0.5,0
8033,0,56,"M","Graduate","$60K - $80K",6,3,6735,2289,0.661,1249,28,0.75,0.34
7931,0,31,"F","Uneducated","Less than $40K",4,3,4712,955,0.855,2568,62,0.59,0.203
2525,0,54,"F","Post-Graduate","Unknown",4,1,2876,1267,0.617,4302,74,0.51,0.441
8372,0,39,"M","Graduate","$60K - $80K",6,3,13049,943,0.686,3944,72,0.674,0.072
5587,0,44,"F","High School","Less than $40K",5,3,4135,1606,0.734,3334,56,0.6,0.388
2001,0,50,"M","College","$80K - $120K",4,3,5856,2007,0.727,4916,87,0.642,0.343
869,0,50,"M","Graduate","$120K +",1,3,4607,0,0.898,4793,88,0.63,0
3628,0,38,"F","Uneducated","Less than $40K",5,1,4345,838,0.593,4770,62,0.722,0.193
4430,1,47,"M","Uneducated","Unknown",3,3,18873,0,0.636,2021,38,0.52,0
8502,0,43,"F","Graduate","Less than $40K",5,4,8919,2231,0.562,3923,73,1.028,0.25
6492,0,48,"F","Post-Graduate","Unknown",2,1,7469,2474,0.674,8213,86,0.623,0.331
1378,0,40,"F","High School","$40K - $60K",5,2,2822,2182,0.768,5371,93,0.824,0.773
7344,0,46,"M","Unknown","$80K - $120K",6,3,18578,1385,0.565,1606,54,0.421,0.075
10024,0,54,"F","Unknown","Unknown",1,3,3723,1728,0.595,8554,99,0.678,0.464
214,0,43,"F","College","Less than $40K",5,1,2304,1589,0.872,1273,36,0.895,0.69
10031,0,51,"F","Graduate","Unknown",4,3,2002,1248,0.502,1585,40,0.905,0.623
9318,0,35,"M","Post-Graduate","$80K - $120K",5,3,34516,1872,1.068,2227,61,1.103,0.054
8224,0,48,"F","Uneducated","Less than $40K",4,3,2991,1508,0.703,3734,64,0.882,0.504
1665,0,34,"M","Graduate","$80K - $120K",6,2,7567,1776,1.275,2361,45,0.875,0.235
8295,0,51,"M","Uneducated","$120K +",4,1,23898,0,0.486,3781,66,0.61,0
1432,0,65,"F","Graduate","Unknown",3,3,2025,1701,0.628,4056,71,0.578,0.84
9738,0,42,"F","Graduate","Less than $40K",5,1,3308,2517,0.543,5104,85,0.545,0.761
4757,0,50,"F","College","Less than $40K",3,2,3462,1817,0.717,4635,65,0.711,0.525
4146,0,47,"F","High School","Less than $40K",4,2,4255,1681,0.65,3453,72,0.5,0.395
8465,0,49,"F","Uneducated","Less than $40K",6,2,2182,1722,0.937,5377,86,0.654,0.789
8693,1,53,"M","High School","$80K - $120K",2,2,34516,0,0.534,6361,74,1.114,0
4358,0,51,"F","Uneducated","Less than $40K",3,3,2238,1300,1.071,4508,79,0.756,0.581
2739,1,54,"F","Unknown","Less than $40K",4,3,1438.3,0,0.72,2145,41,0.519,0
6509,0,47,"M","Graduate","$120K +",6,2,34516,933,0.946,1804,32,0.6,0.027
6086,0,40,"F","Uneducated","Less than $40K",5,2,3140,2183,0.58,5109,78,0.733,0.695
5533,0,37,"F","High School","Less than $40K",5,1,4138,0,1.168,2420,50,0.613,0
8302,0,41,"F","Uneducated","Less than $40K",5,3,7764,621,0.67,3955,72,0.756,0.08
4878,0,34,"M","Graduate","$60K - $80K",5,2,2501,1909,0.956,1850,34,1.125,0.763
541,0,53,"M","High School","$80K - $120K",6,2,8154,996,0.594,1379,26,1,0.122
2661,0,53,"F","Uneducated","$40K - $60K",5,2,1438.3,0,0.743,2118,64,0.455,0
7536,0,49,"F","High School","Unknown",6,2,15704,0,0.924,4253,91,0.685,0
9978,0,58,"M","Unknown","$60K - $80K",3,1,2347,2163,0.615,1631,40,0.29,0.922
8618,0,44,"M","High School","$80K - $120K",3,2,2509,1464,1.25,3166,72,0.946,0.583
5217,0,43,"F","Uneducated","Less than $40K",5,3,3006,879,0.759,5125,87,0.74,0.292
9617,0,52,"M","Unknown","$120K +",4,1,3614,0,0.671,4561,82,0.907,0
5250,1,54,"F","Graduate","$40K - $60K",2,2,1779,0,0.856,2660,41,0.323,0
4020,1,45,"F","Uneducated","Unknown",3,3,4028,710,0.731,791,22,0.833,0.176
6729,0,44,"M","High School","$60K - $80K",4,3,14370,945,0.557,4510,79,0.646,0.066
3798,0,43,"M","College","$80K - $120K",6,1,1669,0,0.698,3591,59,0.788,0
589,0,39,"F","Graduate","$40K - $60K",4,2,1947,1160,1.227,4496,71,1.29,0.596
2386,0,44,"M","Doctorate","$120K +",5,1,7567,2496,0.709,4076,60,0.579,0.33
6450,0,49,"F","Unknown","$40K - $60K",6,1,2147,1402,0.612,4240,69,0.683,0.653
5022,0,39,"M","High School","$80K - $120K",2,1,17978,1820,0.85,15657,114,0.81,0.101
4802,0,57,"M","Graduate","$80K - $120K",6,3,6248,1493,0.597,4664,60,0.579,0.239
3043,1,51,"F","Graduate","$40K - $60K",3,1,1495,0,0.528,2220,50,0.562,0
3136,0,56,"F","Doctorate","Unknown",4,2,11281,2118,0.534,1255,30,0.304,0.188
9083,0,65,"M","Graduate","$40K - $60K",3,2,13921,1201,0.556,4351,75,0.923,0.086
278,0,46,"F","Graduate","Less than $40K",1,1,5785,2130,0.813,7950,86,0.593,0.368
3870,0,44,"F","High School","Less than $40K",6,1,2288,1505,0.788,4396,68,0.659,0.658
2141,0,40,"M","High School","$80K - $120K",1,3,5238,2077,0.656,7321,73,0.659,0.397
4979,1,42,"F","Graduate","$40K - $60K",6,2,1451,599,0.752,2192,35,0.458,0.413
6600,0,46,"M","Graduate","$60K - $80K",4,2,9451,1280,0.681,3179,79,0.975,0.135
5696,0,50,"F","Graduate","Less than $40K",1,2,2167,988,0.619,7199,83,0.729,0.456
3242,0,47,"M","High School","$60K - $80K",1,1,1983,989,0.726,5065,80,0.667,0.499
836,0,39,"F","Uneducated","Less than $40K",5,3,2062,1302,0.631,3785,63,0.75,0.631
3544,0,54,"F","High School","Less than $40K",1,1,3173,1822,0.801,4883,71,0.614,0.574
2233,0,40,"M","Post-Graduate","$120K +",4,2,7464,2517,0.9,4348,62,0.879,0.337
3238,0,49,"M","Unknown","$80K - $120K",1,2,26882,1673,0.691,7409,89,0.534,0.062
4270,1,59,"M","Graduate","$60K - $80K",2,4,6224,0,0.801,8291,69,1.029,0
971,0,54,"F","Graduate","Unknown",3,2,3805,821,0.807,4326,67,0.811,0.216
7042,0,38,"M","Unknown","$60K - $80K",4,2,26437,681,1.021,2167,57,0.727,0.026
305,0,42,"F","Unknown","Unknown",6,1,15648,0,0.731,13784,88,0.913,0
3186,0,46,"M","High School","$40K - $60K",3,2,8285,1359,0.634,7205,84,0.826,0.164
5474,0,45,"F","Uneducated","$40K - $60K",1,1,3918,2070,0.76,4700,69,0.643,0.528
7181,0,61,"M","Uneducated","$120K +",4,3,24172,2517,0.424,1658,27,0.5,0.104
9757,0,58,"M","Unknown","$60K - $80K",6,2,20410,1196,0.726,3525,78,0.733,0.059
1803,0,50,"M","Unknown","$80K - $120K",3,3,6030,1315,0.623,3420,81,0.841,0.218
3300,1,54,"F","Graduate","Less than $40K",3,5,1438.3,0,0.647,1603,39,0.444,0
96,1,44,"M","High School","$120K +",2,3,7793,2270,0.945,8260,54,0.5,0.291
2868,0,50,"F","Graduate","Unknown",5,2,4846,2490,0.788,3724,61,0.605,0.514
8991,0,57,"M","College","$80K - $120K",6,3,14270,0,0.398,1222,37,0.423,0
2903,1,50,"M","High School","$120K +",6,4,13709,813,0.65,2511,40,0.6,0.059
9422,0,46,"M","Graduate","$120K +",6,2,2016,797,1.108,3772,62,0.879,0.395
8732,0,55,"F","Graduate","Less than $40K",4,3,3968,1374,0.703,4641,65,0.711,0.346
196,0,39,"F","High School","Less than $40K",6,2,1578,760,0.709,2017,43,0.955,0.482
2855,0,42,"F","Unknown","Less than $40K",5,3,3200,1733,0.909,5026,79,0.837,0.542
1462,0,34,"F","High School","$40K - $60K",6,1,2432,851,0.873,4760,69,0.917,0.35
652,0,41,"F","High School","Less than $40K",2,2,2601,1861,0.794,5111,83,0.66,0.715
2983,0,35,"M","High School","$60K - $80K",5,2,6391,2317,0.831,2274,61,1.033,0.363
5053,0,41,"F","Uneducated","Less than $40K",5,1,2490,627,0.345,1391,45,0.364,0.252
9467,0,50,"M","Graduate","$80K - $120K",4,3,34516,1542,0.869,1770,65,0.585,0.045
599,0,39,"F","Graduate","$40K - $60K",5,1,2575,1424,0.543,1487,33,0.737,0.553
862,0,49,"M","Graduate","$60K - $80K",5,1,4854,1212,0.308,3651,70,0.556,0.25
6008,0,53,"M","Graduate","$80K - $120K",3,2,2492,1668,0.651,1606,32,0.882,0.669
1969,0,60,"M","Graduate","$60K - $80K",3,1,9033,845,0.663,1661,35,0.4,0.094
516,0,65,"F","High School","Less than $40K",3,3,4010,1504,0.766,3807,61,0.564,0.375
10019,0,27,"M","High School","$60K - $80K",5,2,2730,1351,0.623,2319,61,0.743,0.495
7352,0,51,"M","Unknown","$120K +",6,1,34516,2264,1.975,1330,31,0.722,0.066
5846,0,41,"M","Unknown","$60K - $80K",3,1,2888,1676,0.534,3798,58,0.812,0.58
212,0,42,"M","Graduate","$60K - $80K",2,2,6280,2181,0.795,14109,92,0.878,0.347
1621,0,43,"F","Graduate","$40K - $60K",5,1,7135,1164,1.127,3746,81,1.189,0.163
5989,0,29,"M","Graduate","Less than $40K",6,2,2827,1430,0.885,1608,30,1.308,0.506
7732,0,45,"F","Uneducated","Less than $40K",1,1,3335,2238,0.644,5321,78,0.95,0.671
5246,0,52,"M","Doctorate","$60K - $80K",6,2,5376,804,0.51,4511,74,0.682,0.15
7407,1,48,"M","Unknown","$80K - $120K",2,3,4806,1357,0.573,1771,35,0.346,0.282
3508,0,38,"M","High School","$60K - $80K",4,3,26556,1583,0.694,3168,73,0.738,0.06
1990,0,56,"M","College","$80K - $120K",3,3,34516,1477,1.234,2395,50,0.724,0.043
877,0,42,"F","Graduate","Less than $40K",4,6,4311,822,0.722,4965,94,0.541,0.191
5321,1,38,"F","Graduate","Less than $40K",2,3,2369,0,0.51,1924,48,0.548,0
409,0,47,"F","Post-Graduate","$40K - $60K",6,2,5624,1216,0.691,3843,66,1,0.216
9925,0,47,"F","Graduate","Less than $40K",6,1,2178,1455,1.001,5363,76,0.81,0.668
9352,0,44,"F","High School","Less than $40K",2,5,1552,1375,0.995,5064,80,0.905,0.886
2432,0,26,"M","College","Unknown",6,3,2347,0,0.863,2595,56,0.333,0
8456,0,49,"F","Graduate","Less than $40K",5,2,2608,2455,0.886,4776,85,0.889,0.941
8187,0,45,"M","Graduate","$60K - $80K",6,3,9106,2477,0.515,1239,33,0.737,0.272
5045,0,46,"M","High School","$60K - $80K",4,1,23642,2049,0.719,3139,54,0.636,0.087
6976,0,57,"M","Uneducated","$60K - $80K",6,4,8377,1211,0.813,1797,44,1.2,0.145
447,0,57,"M","Uneducated","$40K - $60K",5,3,12291,2289,0.685,1683,50,0.471,0.186
2239,0,59,"F","Post-Graduate","$40K - $60K",5,3,1944,1346,1.052,1960,57,0.727,0.692
5759,0,36,"M","Uneducated","$80K - $120K",4,1,34516,774,0.989,3030,74,0.805,0.022
1328,0,46,"M","College","$120K +",6,3,1438.3,0,0.681,4833,69,0.769,0
4295,0,44,"F","Unknown","Unknown",4,2,5791,0,0.645,4556,67,0.861,0
397,0,50,"M","Graduate","$120K +",3,2,34516,1023,1.004,1064,13,0.625,0.03
5211,0,55,"M","Graduate","$80K - $120K",4,3,2663,1784,0.785,4317,81,0.929,0.67
8019,0,46,"F","College","Less than $40K",6,1,1852,1428,0.795,4486,61,0.848,0.771
5763,1,34,"F","Graduate","Less than $40K",1,2,1666,0,0.713,2312,35,0.25,0
537,0,37,"M","Doctorate","$60K - $80K",1,3,7539,0,1.023,15293,129,0.743,0
5957,0,51,"M","Unknown","$80K - $120K",3,1,4546,0,0.651,3739,53,0.963,0
8698,0,55,"M","Graduate","Less than $40K",3,5,15987,0,0.82,15853,117,0.56,0
5315,1,50,"M","Graduate","$120K +",5,3,34516,0,0.321,1480,37,0.276,0
2707,0,34,"M","Graduate","$80K - $120K",6,4,4670,0,0.883,2256,56,0.6,0
1488,0,59,"F","Post-Graduate","Less than $40K",6,2,2759,2481,0.588,5037,84,0.68,0.899
4600,0,45,"F","Graduate","Unknown",2,2,4146,2027,0.74,4323,64,0.684,0.489
3610,0,53,"F","Graduate","Less than $40K",6,4,2266,0,0.565,3634,66,0.65,0
4570,0,27,"M","Graduate","$40K - $60K",2,3,10284,787,0.739,13355,92,0.84,0.077
3254,0,42,"M","High School","$40K - $60K",6,2,2793,1661,1.117,3247,69,0.865,0.595
9852,0,48,"M","High School","$40K - $60K",5,0,17657,2018,0.55,1682,39,0.95,0.114
1553,0,43,"M","Graduate","$120K +",3,2,22906,1132,0.942,3204,64,0.73,0.049
8301,0,37,"F","Unknown","Less than $40K",6,1,2140,0,0.602,4610,65,1.321,0
9269,0,46,"F","High School","Less than $40K",5,5,3322,2517,0.789,3913,86,0.911,0.758
1721,0,49,"M","Uneducated","$60K - $80K",1,3,3599,0,0.738,13324,110,0.594,0
6959,0,43,"M","Uneducated","$40K - $60K",5,4,9449,1914,0.87,4658,93,0.722,0.203
6197,1,47,"M","Uneducated","$60K - $80K",3,2,1659,1544,0.408,1920,39,0.345,0.931
3744,0,56,"F","High School","$40K - $60K",3,2,2610,1988,0.576,4127,69,0.533,0.762
9817,0,53,"M","Post-Graduate","$80K - $120K",4,2,29205,1208,0.957,1556,43,1.048,0.041
2326,1,47,"F","Post-Graduate","Unknown",4,4,6451,0,0.706,2400,43,0.433,0
5623,0,38,"M","Graduate","$40K - $60K",1,3,10486,1544,0.716,4042,77,0.925,0.147
8405,0,56,"M","Unknown","$60K - $80K",3,3,4058,793,0.758,15865,105,0.667,0.195
1263,0,53,"M","High School","$120K +",6,3,3401,1713,0.773,1924,54,0.317,0.504
4567,0,48,"F","College","Less than $40K",4,3,3745,2517,0.672,4550,78,0.857,0.672
4548,0,44,"M","Uneducated","$120K +",2,1,34516,1421,0.744,14465,114,0.754,0.041
760,0,58,"M","College","$80K - $120K",6,3,26108,1146,0.476,3677,70,0.892,0.044
7816,0,50,"M","College","$60K - $80K",5,3,5965,688,0.673,3382,58,1.071,0.115
7865,0,60,"F","College","Less than $40K",5,1,1438.3,738,0.782,1226,33,0.571,0.513
9060,0,53,"F","Graduate","Unknown",4,2,6074,0,0.697,4303,77,0.674,0
7475,0,36,"M","Unknown","$40K - $60K",3,6,8436,2517,0.807,2627,63,1.032,0.298
7998,1,37,"M","College","$80K - $120K",3,4,11638,926,0.262,563,15,0.364,0.08
6033,0,42,"F","Uneducated","Less than $40K",4,1,1438.3,860,0.761,4754,79,0.837,0.598
8935,0,37,"M","Doctorate","$80K - $120K",4,1,34516,0,0.711,2681,55,0.618,0
8363,0,38,"M","Graduate","$80K - $120K",3,3,2155,1290,0.718,3781,61,0.906,0.599
7111,0,45,"F","College","$40K - $60K",6,3,2901,2384,0.717,3835,78,0.592,0.822
6472,0,57,"F","High School","Less than $40K",6,2,3101,1257,0.416,1681,32,0.524,0.405
3642,0,41,"M","High School","$80K - $120K",3,5,33472,2517,0.633,4719,70,0.667,0.075
7274,0,40,"F","Unknown","Less than $40K",6,1,2594,2159,0.792,3872,71,0.511,0.832
9333,0,49,"M","Graduate","Less than $40K",3,3,2976,1817,0.739,3332,60,0.667,0.611
859,0,43,"F","High School","$40K - $60K",3,3,4902,2517,0.982,4508,69,0.643,0.513
3208,0,49,"M","High School","$60K - $80K",5,2,3906,0,1.214,1756,32,1,0
9329,0,46,"F","Uneducated","Less than $40K",5,1,2228,1449,0.61,4382,83,0.694,0.65
2512,0,40,"F","Unknown","Less than $40K",6,1,2348,1061,1.062,1901,27,1.25,0.452
3521,0,39,"M","Uneducated","Less than $40K",3,3,4683,2514,0.58,2010,45,0.731,0.537
9276,1,52,"M","Graduate","$80K - $120K",4,3,34516,751,0.357,5806,40,0.429,0.022
4733,0,52,"M","High School","$60K - $80K",5,1,24287,1676,0.506,5495,69,0.816,0.069
9731,0,38,"M","Uneducated","Less than $40K",6,2,1438.3,0,0.945,2412,58,0.657,0
2224,0,42,"F","Uneducated","Unknown",4,1,8348,0,0.695,15905,111,0.708,0
5734,0,44,"M","Unknown","$40K - $60K",4,2,2534,1706,0.793,3965,57,1.111,0.673
9823,0,35,"F","Doctorate","Unknown",1,1,12287,770,0.612,4601,65,0.757,0.063
9538,0,48,"M","High School","Less than $40K",4,3,8892,889,0.67,4900,89,0.745,0.1
9743,1,41,"F","Unknown","Less than $40K",5,3,1654,0,0.329,1730,30,0.364,0
4668,0,39,"F","Unknown","Less than $40K",6,1,2890,0,0.545,2040,36,0.44,0
3276,0,55,"M","Graduate","$80K - $120K",3,2,25878,1733,0.438,1777,54,0.862,0.067
8892,0,49,"F","Graduate","Less than $40K",5,3,2188,1067,0.618,4537,66,0.435,0.488
6070,1,46,"F","Post-Graduate","Less than $40K",3,2,1836,0,0.323,1799,28,0.167,0
3842,0,35,"M","Graduate","$120K +",4,3,14869,0,1.624,2753,48,1.087,0
4221,1,54,"M","Graduate","$80K - $120K",5,3,12342,0,0.431,1430,37,0.423,0
2243,0,56,"M","Uneducated","$120K +",3,2,6041,1355,0.685,1747,49,0.581,0.224
6037,0,46,"F","Uneducated","Unknown",3,2,6083,1716,0.618,4528,86,0.755,0.282
6940,0,40,"F","Unknown","Less than $40K",5,2,1768,1242,0.776,4439,65,0.806,0.702
2249,0,53,"M","Graduate","$80K - $120K",3,2,3924,2517,0.511,1417,30,0.667,0.641
1580,0,43,"F","Graduate","Less than $40K",5,2,3933,852,0.433,1489,45,0.324,0.217
3962,0,40,"M","High School","$80K - $120K",5,1,21617,0,1.047,1351,22,0.467,0
1322,0,50,"M","Uneducated","$40K - $60K",1,3,12458,1332,0.68,8752,95,0.863,0.107
3758,0,50,"F","College","Unknown",2,1,24735,2296,0.808,7910,95,0.557,0.093
6536,0,50,"M","Graduate","$120K +",6,2,8220,1015,1.063,4794,77,0.878,0.123
103,0,52,"M","Uneducated","$80K - $120K",5,2,2733,1306,0.791,1139,39,0.444,0.478
5313,0,48,"F","High School","Less than $40K",4,1,3716,0,0.886,4833,73,0.521,0
3695,0,45,"M","Graduate","Less than $40K",2,1,12695,1613,0.852,8328,94,0.843,0.127
5765,0,47,"F","Unknown","Unknown",1,3,24987,824,0.691,3995,64,0.561,0.033
207,0,48,"M","Uneducated","$40K - $60K",1,3,3202,2517,0.597,4675,88,0.692,0.786
7797,1,62,"M","Post-Graduate","$60K - $80K",4,5,28229,287,0.594,2281,45,0.552,0.01
6284,0,47,"M","High School","$120K +",3,1,27858,1314,0.676,1772,53,0.559,0.047
1154,0,57,"M","Graduate","$120K +",5,3,32676,2134,0.797,3990,88,0.76,0.065
7685,0,40,"M","High School","$40K - $60K",1,3,7566,1618,0.72,7570,88,0.544,0.214
9996,0,35,"M","Graduate","$60K - $80K",5,1,7453,0,0.712,1691,47,0.516,0
2748,0,46,"M","Doctorate","$80K - $120K",3,3,5106,1539,0.907,3784,74,0.609,0.301
5624,1,42,"F","Graduate","Less than $40K",2,3,1438.3,0,0.663,2418,48,0.778,0
6327,0,39,"M","College","$40K - $60K",1,1,4874,2317,0.854,7776,98,0.782,0.475
7071,0,59,"F","Uneducated","$40K - $60K",2,2,3720,1569,0.891,16208,129,0.792,0.422
7988,0,42,"M","Uneducated","$60K - $80K",4,2,8302,1294,0.558,3221,66,0.61,0.156
6248,0,49,"M","Graduate","$40K - $60K",4,2,4158,1889,0.872,15842,130,0.831,0.454
1778,0,51,"M","Uneducated","$120K +",1,3,10984,1429,0.751,7850,85,0.635,0.13
3875,0,47,"M","Graduate","$80K - $120K",2,1,11671,1304,0.491,4168,71,0.868,0.112
1673,0,51,"F","College","Less than $40K",3,3,4860,1772,0.561,4329,80,0.86,0.365
3065,0,46,"M","High School","$120K +",3,2,3659,1381,0.669,16252,112,0.623,0.377
6250,1,38,"F","High School","Less than $40K",3,3,1568,0,0.611,2812,59,0.788,0
8205,0,35,"F","High School","Unknown",2,3,4460,0,0.916,5473,79,0.756,0
2675,0,51,"M","Unknown","$80K - $120K",6,1,9854,1886,0.921,3912,76,0.949,0.191
3686,0,37,"F","Graduate","Less than $40K",6,2,6827,0,0.754,2621,49,0.815,0
5254,0,54,"F","Unknown","$40K - $60K",4,1,9231,1642,0.416,4676,68,0.659,0.178
1627,0,43,"M","Graduate","$60K - $80K",3,2,13193,1749,0.671,4071,64,0.73,0.133
2517,0,41,"M","Uneducated","$80K - $120K",1,3,7142,1917,0.727,7892,83,0.729,0.268
5496,0,39,"M","Unknown","$60K - $80K",6,2,5219,1826,1.011,1715,35,1.188,0.35
8654,0,43,"F","Unknown","$40K - $60K",5,2,2594,1686,0.624,4503,67,0.811,0.65
8886,0,57,"F","Post-Graduate","Less than $40K",2,2,3059,1744,0.614,7709,89,0.561,0.57
8519,0,50,"M","Graduate","$80K - $120K",6,2,1438.3,862,0.65,1391,40,0.212,0.599
1752,0,40,"M","High School","$80K - $120K",5,3,3624,0,0.74,4749,82,0.864,0
8252,0,32,"F","High School","Unknown",2,3,4251,2295,0.628,15574,115,0.797,0.54
3390,0,41,"M","College","$60K - $80K",6,1,5246,0,0.969,3189,56,0.556,0
2240,0,51,"M","Unknown","$60K - $80K",2,3,4248,1177,0.821,13958,116,0.785,0.277
3305,0,45,"M","High School","$80K - $120K",6,2,6366,1344,0.492,3258,58,0.758,0.211
7036,0,47,"F","Graduate","Less than $40K",3,3,3144,0,0.561,3774,80,0.818,0
7194,0,53,"F","High School","Less than $40K",1,2,3472,2517,0.75,4520,84,0.68,0.725
2087,0,47,"F","College","Less than $40K",6,2,4256,1084,0.63,1100,29,0.381,0.255
6224,0,38,"M","High School","$60K - $80K",4,1,5815,1698,0.896,1604,42,0.448,0.292
3033,0,44,"F","Graduate","Less than $40K",1,3,10877,1802,0.706,7974,90,0.731,0.166
2864,0,52,"F","High School","Unknown",5,3,9078,1194,0.745,4458,87,0.812,0.132
6068,0,39,"M","High School","Less than $40K",4,1,4423,1643,0.724,15467,112,0.623,0.371
7908,0,49,"F","College","$40K - $60K",6,2,2578,1590,0.657,4683,89,0.618,0.617
8694,0,56,"M","High School","$120K +",4,1,9257,0,0.722,4212,72,0.895,0
7389,0,47,"M","Graduate","$40K - $60K",2,3,2430,1657,0.659,8444,100,0.449,0.682
6716,0,37,"M","Graduate","$80K - $120K",4,4,34516,934,0.681,1768,52,0.576,0.027
5226,0,30,"F","High School","Less than $40K",3,2,3955,2352,0.779,16423,109,0.758,0.595
2702,0,45,"M","Unknown","$40K - $60K",2,2,5800,1434,0.715,8202,89,0.679,0.247
5722,0,37,"M","Graduate","$120K +",3,3,15017,1733,0.635,2076,58,0.487,0.115
6592,0,48,"F","Graduate","$40K - $60K",4,2,5724,582,0.817,4510,59,0.903,0.102
8517,0,54,"M","Unknown","$80K - $120K",4,2,12217,0,1.075,1110,21,0.75,0
5788,0,41,"F","Graduate","Less than $40K",2,2,1438.3,0,0.824,4897,96,0.778,0
